No.,Type_of_fiber,Fiber_diameter,Embedded_length,Young’s_modulus_of_fiber,Poisson’s_ratio_of_fiber,Type_of_matrix,Young’s_modulus_of_matrix,Poisson’s_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,Fmax,IFSS
428,5,17.5,465.8,75.7,0.17,4,1.731,0.36,0.01,150,100,0.215,8.4
429,5,17.5,480.8,75.7,0.17,4,1.731,0.36,0.01,150,100,0.181,6.9
430,5,17.5,512.2,75.7,0.17,4,1.731,0.36,0.01,150,100,0.189,6.7
431,5,17.5,533.2,75.7,0.17,4,1.731,0.36,0.01,150,100,0.234,8
432,5,17.5,537.7,75.7,0.17,4,1.731,0.36,0.01,150,100,0.198,6.7
433,5,17.5,587.1,75.7,0.17,4,1.731,0.36,0.01,150,100,0.244,7.5
434,5,17.5,124.4,75.7,0.17,4,1.731,0.36,0.01,150,120,0.081,11.9
435,5,17.5,139.4,75.7,0.17,4,1.731,0.36,0.01,150,120,0.081,10.6
436,5,17.5,157.4,75.7,0.17,4,1.731,0.36,0.01,150,120,0.1,11.6
437,5,17.5,197.8,75.7,0.17,4,1.731,0.36,0.01,150,120,0.098,9
438,5,17.5,340,75.7,0.17,4,1.731,0.36,0.01,150,120,0.141,7.5
439,5,17.5,370,75.7,0.17,4,1.731,0.36,0.01,150,120,0.11,5.4
440,5,17.5,402.9,75.7,0.17,4,1.731,0.36,0.01,150,120,0.091,4.1
441,5,17.5,423.9,75.7,0.17,4,1.731,0.36,0.01,150,120,0.138,5.9
442,5,17.5,438.9,75.7,0.17,4,1.731,0.36,0.01,150,120,0.11,4.5
443,6,5,24.5,294,0.2,5,3.5,0.31,0.0017,105,25,0.025,64.5
444,6,5,27.9,294,0.2,5,3.5,0.31,0.0017,105,25,0.033,74.7
445,6,5,29.9,294,0.2,5,3.5,0.31,0.0017,105,25,0.044,94.4
446,6,5,33.2,294,0.2,5,3.5,0.31,0.0017,105,25,0.041,78.1
447,6,5,35.1,294,0.2,5,3.5,0.31,0.0017,105,25,0.047,85.8
448,6,5,35.1,294,0.2,5,3.5,0.31,0.0017,105,25,0.052,95.1
449,6,5,35.2,294,0.2,5,3.5,0.31,0.0017,105,25,0.06,108.7
450,6,5,36,294,0.2,5,3.5,0.31,0.0017,105,25,0.049,87.5
451,6,5,37,294,0.2,5,3.5,0.31,0.0017,105,25,0.055,94.8
452,6,5,37.4,294,0.2,5,3.5,0.31,0.0017,105,25,0.049,82.7
453,6,5,40.1,294,0.2,5,3.5,0.31,0.0017,105,25,0.064,101.6
454,6,5,43.4,294,0.2,5,3.5,0.31,0.0017,105,25,0.066,97.4
455,6,5,44.2,294,0.2,5,3.5,0.31,0.0017,105,25,0.073,105.1
456,6,5,44.7,294,0.2,5,3.5,0.31,0.0017,105,25,0.072,102.4
457,6,5,45.8,294,0.2,5,3.5,0.31,0.0017,105,25,0.066,91.9
458,6,5,45.7,294,0.2,5,3.5,0.31,0.0017,105,25,0.076,105.7
459,6,5,68.8,294,0.2,5,3.5,0.31,0.0017,105,25,0.093,86.4
460,6,5,69.8,294,0.2,5,3.5,0.31,0.0017,105,25,0.098,89.4
461,6,5,71.3,294,0.2,5,3.5,0.31,0.0017,105,25,0.115,103
462,6,5,73,294,0.2,5,3.5,0.31,0.0017,105,25,0.123,107.2
463,7,7.5,52.3,230,0.3,6,3.86,0.31,0.0017,120,25,0.034,27.9
464,7,7.5,54,230,0.3,6,3.86,0.31,0.0017,120,25,0.066,51.7
465,7,7.5,55.7,230,0.3,6,3.86,0.31,0.0017,120,25,0.038,29
466,7,7.5,56.8,230,0.3,6,3.86,0.31,0.0017,120,25,0.034,25.7
467,7,7.5,58.5,230,0.3,6,3.86,0.31,0.0017,120,25,0.032,23.1
468,7,7.5,59.6,230,0.3,6,3.86,0.31,0.0017,120,25,0.035,25
469,7,7.5,64.2,230,0.3,6,3.86,0.31,0.0017,120,25,0.037,24.7
470,7,7.5,65.3,230,0.3,6,3.86,0.31,0.0017,120,25,0.034,22.1
471,7,7.5,68.1,230,0.3,6,3.86,0.31,0.0017,120,25,0.043,26.6
472,7,7.5,68.1,230,0.3,6,3.86,0.31,0.0017,120,25,0.059,37.1
473,7,7.5,69.8,230,0.3,6,3.86,0.31,0.0017,120,25,0.068,41.2
474,7,7.5,74.1,230,0.3,6,3.86,0.31,0.0017,120,25,0.052,29.8
475,7,7.5,76.9,230,0.3,6,3.86,0.31,0.0017,120,25,0.062,34.2
476,7,7.5,80,230,0.3,6,3.86,0.31,0.0017,120,25,0.084,44.4
477,7,7.5,85.7,230,0.3,6,3.86,0.31,0.0017,120,25,0.074,36.5
478,7,7.5,85.7,230,0.3,6,3.86,0.31,0.0017,120,25,0.077,38
479,7,7.5,97,230,0.3,6,3.86,0.31,0.0017,120,25,0.095,41.8
480,7,7.5,102.6,230,0.3,6,3.86,0.31,0.0017,120,25,0.104,43.1
481,7,7.5,142.8,230,0.3,6,3.86,0.31,0.0017,120,25,0.152,45.1
482,8,7,80,233,0.2,7,3.96,0.37,0.0333,135,25,0.069,39.3
483,8,7,80,233,0.2,7,3.068,0.37,0.0333,135,60,0.052,29.3
484,8,7,80,233,0.2,7,2.51,0.37,0.0333,135,90,0.054,30.5
485,,7,80,233,0.2,7,1.59,0.37,0.0333,135,120,0.021,12.2
486,,10,561,70,0.22,8,3.2,0.35,0.08,27,25,0.159,9
487,,10,731,70,0.22,8,3.2,0.35,0.08,27,25,0.241,10.5
488,,10,687,70,0.22,8,3.2,0.35,0.08,27,25,0.216,10
489,8,10,786,70,0.22,8,3.2,0.35,0.08,27,25,0.272,11
490,9,10,524,70,0.22,8,3.2,0.35,0.08,27,25,0.181,11
491,9,12,127,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,9.4
492,9,12,127.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,7.5
493,9,12,129.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,9
494,9,12,129.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,8.5
495,10,12,131.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,8
496,10,12,135.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,8.5
497,10,12,136,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,9.2
498,10,12,138.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,9.7
499,10,12,139.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,8
500,10,12,142.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,8
501,10,12,143.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,8.8
502,10,12,145.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.005,8.8
503,10,12,146.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,9
504,10,12,146.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,7.5
505,10,12,149.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,7.3
506,10,12,152.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8.3
507,10,12,152.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8.5
508,10,12,154.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8.5
509,10,12,157.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,7.9
510,10,12,159.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,9.3
511,10,12,160.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8
512,10,12,162.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,7.7
513,10,12,164.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,7.3
514,10,12,167.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8.8
515,10,12,170,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8.8
516,10,12,170.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8.6
517,10,12,171.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.006,8
518,10,12,174,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8.8
519,10,12,173.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,9.4
520,10,12,175.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8.1
521,10,12,177.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,7.7
522,10,12,178.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8.5
523,10,12,180.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,9.4
524,10,12,182.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8
525,10,12,183.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,7.7
526,10,12,184.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8.2
527,10,12,189.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8
528,10,12,190.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,7.6
529,10,12,192,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8.7
530,10,12,194.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,7.6
531,10,12,195.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.007,8.5
532,10,12,201.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.008,7.8
533,10,12,204.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.008,8.1
534,10,12,206.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.008,8.5
535,10,12,209.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.008,8
536,10,12,211.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.008,7.8
537,10,12,217.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.008,7.7
538,10,160,1542.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.775,4.5
539,10,160,1552.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.78,4.2
540,10,160,1556.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.782,4.5
541,10,160,1572.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.791,4
542,10,160,1583.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.796,4.1
543,10,160,1593.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.801,3.6
544,10,160,1603.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.806,3.6
545,10,160,1603.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.806,4.9
546,10,160,1603.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.806,4.4
547,10,160,1620.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.814,4.3
548,10,160,1634.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.821,4.8
549,10,160,1645.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.827,4.5
550,10,160,1645.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.827,3.8
551,10,160,1651,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.83,4
552,10,160,1656.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.832,4.1
553,10,160,1654,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.831,4.3
554,10,160,1665.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.837,4.4
555,10,160,1671.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.84,4.6
556,10,160,1670.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.84,4.1
557,10,160,1674.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.842,3.9
558,10,160,1682.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.846,4.3
559,10,160,1680.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.845,4.2
560,10,160,1690.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.85,4.7
561,10,160,1691.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.85,3.9
562,10,160,1701.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.855,4
563,10,160,1711.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.86,4
564,10,160,1710.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.86,4.4
565,10,160,1711.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.86,3.4
566,10,160,1721.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.865,3.8
567,10,160,1749.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.88,3.6
568,10,160,1748.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.879,3.8
569,10,160,1744.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.877,3.7
570,10,160,1749,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.879,4.1
571,10,160,1777,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.893,4
572,10,160,1774,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.892,4.1
573,10,160,1779.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.895,3.6
574,10,160,1799.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.905,4.2
575,10,160,1804.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.907,4.6
576,10,160,1810.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.91,4
577,10,160,1820.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.915,4.1
578,10,160,1820.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.915,3.9
579,10,160,1833,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.921,4.1
580,10,160,1825.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.918,3.5
581,10,160,1851.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.931,4.5
582,10,160,1853.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.932,4
583,10,160,1855.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.932,3.7
584,10,200,1504.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.945,3.5
585,10,200,1513,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.951,3.5
586,10,200,1522.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.957,3.2
587,10,200,1524,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.958,3.7
588,10,200,1545.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.971,3.8
589,10,200,1549,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.973,3.5
590,10,200,1552.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.976,3
591,10,200,1560.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.981,3.2
592,10,200,1565.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.984,3.6
593,10,200,1571.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.988,3.7
594,10,200,1571.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.987,3.5
595,10,200,1580.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,0.993,3.3
596,10,200,1602.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.007,3.7
597,10,200,1611.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.013,3.9
598,10,200,1615.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.015,3
599,10,200,1621.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.019,3.3
600,10,200,1624.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.021,3.1
601,10,200,1643.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.033,3.2
602,10,200,1643.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.033,3.3
603,10,200,1655.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.04,3.2
604,10,200,1654.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.039,3
605,10,200,1667.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.048,3.2
606,10,200,1688,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.061,3.4
607,10,200,1688,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.061,3
608,10,200,1691.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.063,3
609,10,200,1692.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.064,2.8
610,10,200,1704.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.071,3.3
611,10,200,1703.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.07,3.2
612,10,200,1727.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.086,3.1
613,10,200,1726.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.085,3.7
614,10,200,1733.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.089,3.6
615,10,200,1733.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.089,3.4
616,10,200,1742.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.095,3.3
617,10,200,1746.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.097,3.6
618,10,200,1751.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.1,3.3
619,10,200,1759.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.106,3.5
620,10,200,1764.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.109,3.4
621,10,200,1766.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.11,3.1
622,10,200,1771.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.113,3.1
623,10,200,1775.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.116,3.3
624,10,200,1790.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.125,3.3
625,10,200,1789.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.124,2.9
626,10,200,1795.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.128,3.3
627,10,200,1811.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.138,3.3
628,10,200,1817.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.142,3.3
629,10,200,1809.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.137,3.2
630,10,200,1816.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.142,3
631,10,200,1820,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.144,3.2
632,10,200,1827,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.148,3
633,10,300,1604.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.512,3
634,10,300,1608.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.516,3.3
635,10,300,1617.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.525,3.3
636,10,300,1627,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.533,2.9
637,10,300,1634.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.54,3
638,10,300,1634.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.54,3.2
639,10,300,1667.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.572,3
640,10,300,1683.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.587,3.1
641,10,300,1709,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.611,2.8
642,10,300,1708,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.61,3.1
643,10,300,1714.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.615,3.2
644,10,300,1726.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.627,3
645,10,300,1731.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.632,3
646,10,300,1747.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.647,2.8
647,10,300,1757.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.657,2.7
648,10,300,1759.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.658,3.2
649,10,300,1769.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.668,3.1
650,10,300,1778.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.677,2.8
651,10,300,1782,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.679,3.3
652,10,300,1797.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.694,3
653,10,300,1805.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.701,3
654,10,300,1806.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.702,3.4
655,10,300,1824.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.72,3.1
656,10,300,1826.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.721,3.2
657,10,300,1847.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.742,3.2
658,10,300,1830.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.725,2.6
659,10,300,1834.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.729,2.7
660,10,300,1846.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.741,2.4
661,10,300,1848.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.742,2.9
662,10,300,1856.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.75,2.9
663,10,300,1867,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.76,3.1
664,10,300,1869.1,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.762,2.5
665,10,300,1881.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.773,3
666,10,300,1891.3,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.783,2.8
667,10,300,1915.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.805,3.3
668,10,300,1921.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.811,2.6
669,10,300,1922.7,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.812,2.9
670,10,300,1929.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.819,2.9
671,10,300,1930.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.82,3
672,10,300,1940,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.828,3.3
673,10,300,1955.2,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.843,2.7
674,10,300,1974.4,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.861,2.5
675,10,300,1979.5,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.866,2.3
676,10,300,1988.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.874,2.6
677,10,300,1990.6,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.876,2.9
678,10,300,2002.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.888,3
679,10,300,2003.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.889,2.8
680,10,300,2008.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.893,2.9
681,10,300,2004.8,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.889,3.5
682,10,300,2018,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.902,3.1
683,10,300,2011.9,3.39,0.37,9,3.29,0.31,0.0167,26,25,1.896,2.3
684,10,7.15,41.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.006,6.4
685,10,7.15,44.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.006,6
686,10,7.15,47,230,0.26,10,1.2,0.35,0.0017,20,25,0.009,8.6
687,10,7.15,50,230,0.26,10,1.2,0.35,0.0017,20,25,0.009,8
688,3,7.15,51.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.01,8.6
689,3,7.15,52.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.01,8.4
690,3,7.15,52.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.012,10.1
691,3,7.15,54.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.009,7.3
692,3,7.15,57.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.014,10.8
693,3,7.15,63.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.011,7.6
694,3,7.15,69.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.014,8.9
695,3,7.15,71.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.013,8.1
696,3,7.15,72.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.01,6.1
697,3,7.15,78,230,0.26,10,1.2,0.35,0.0017,20,25,0.014,8
698,3,7.15,80,230,0.26,10,1.2,0.35,0.0017,20,25,0.017,9.5
699,3,7.15,82,230,0.26,10,1.2,0.35,0.0017,20,25,0.019,10.3
700,3,7.15,84.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.016,8.4
701,3,7.15,89.8,230,0.26,10,1.2,0.35,0.0017,20,25,0.017,8.4
702,3,7.15,97.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.02,9.1
703,3,7.15,101.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.021,9.2
704,3,7.15,114.9,230,0.26,10,1.2,0.35,0.0017,20,25,0.023,8.9
705,3,7.15,31.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.011,15.4
706,3,7.15,40,230,0.26,10,1.2,0.35,0.0017,70,25,0.015,16.7
707,3,7.15,41.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.015,15.9
708,3,7.15,45.1,230,0.26,10,1.2,0.35,0.0017,70,25,0.017,16.8
709,3,7.15,49.1,230,0.26,10,1.2,0.35,0.0017,70,25,0.016,14.5
710,3,7.15,50,230,0.26,10,1.2,0.35,0.0017,70,25,0.021,18.7
711,3,7.15,50.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.022,19.2
712,3,7.15,57.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.02,15.4
713,3,7.15,60,230,0.26,10,1.2,0.35,0.0017,70,25,0.023,17.1
714,3,7.15,67.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.02,13.1
715,3,7.15,71.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.018,11.2
716,3,7.15,74,230,0.26,10,1.2,0.35,0.0017,70,25,0.025,15.1
717,3,7.15,76.8,230,0.26,10,1.2,0.35,0.0017,70,25,0.031,18
718,3,7.15,78.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.025,14.1
719,3,7.15,80.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.021,11.6
720,3,7.15,80.9,230,0.26,10,1.2,0.35,0.0017,70,25,0.03,16.5
721,3,7.15,87,230,0.26,10,1.2,0.35,0.0017,70,25,0.028,14.3
722,3,7.15,92.1,230,0.26,10,1.2,0.35,0.0017,70,25,0.029,14
723,3,7.15,103,230,0.26,10,1.2,0.35,0.0017,70,25,0.029,12.6
724,3,7.15,127,230,0.26,10,1.2,0.35,0.0017,70,25,0.037,13
725,3,7.15,40.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.017,18.5
726,3,7.15,43.1,230,0.26,10,1.2,0.35,0.0017,210,25,0.017,17.6
727,3,7.15,43.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.019,19.2
728,3,7.15,48,230,0.26,10,1.2,0.35,0.0017,210,25,0.022,20.5
729,3,7.15,51,230,0.26,10,1.2,0.35,0.0017,210,25,0.029,25.3
730,3,7.15,52,230,0.26,10,1.2,0.35,0.0017,210,25,0.035,30
731,3,7.15,53.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.027,22.3
732,3,7.15,56,230,0.26,10,1.2,0.35,0.0017,210,25,0.031,24.7
733,3,7.15,63.1,230,0.26,10,1.2,0.35,0.0017,210,25,0.031,21.9
734,3,7.15,66.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.04,26.6
735,3,7.15,68,230,0.26,10,1.2,0.35,0.0017,210,25,0.033,21.7
736,3,7.15,69,230,0.26,10,1.2,0.35,0.0017,210,25,0.038,24.6
737,3,7.15,69.9,230,0.26,10,1.2,0.35,0.0017,210,25,0.035,22.2
738,3,7.15,76,230,0.26,10,1.2,0.35,0.0017,210,25,0.042,24.6
